54,F,0,sem educacao formal,casado,menos que $40K,blue,2,2,2,1494.38,1305.99,24
48,M,3,mestrado,solteiro,$80K - $120K,blue,6,0,1,13551.14,1388.92,37
49,M,1,mestrado,solteiro,$80K - $120K,blue,6,2,2,18886.97,1235.27,18
52,M,3,ensino medio,na,$80K - $120K,blue,3,0,2,11976.88,2089.21,36
50,M,3,ensino medio,solteiro,$80K - $120K,blue,4,4,1,9964.79,1626.61,25
49,M,1,doutorado,casado,$60K - $80K,blue,4,3,6,24159.65,1111.64,24
53,F,2,ensino medio,casado,menos que $40K,blue,3,3,2,5362.37,1553.57,38
50,M,2,mestrado,solteiro,$120K +,blue,3,2,2,34516.18,1064.06,13
55,F,1,doutorado,casado,menos que $40K,blue,4,0,1,3174.61,1243.37,29
53,M,1,ensino medio,casado,$80K - $120K,blue,3,2,2,12262.61,1659.27,38
47,F,3,ensino medio,solteiro,$40K - $60K,blue,4,3,3,3788.86,1594.63,47
55,M,2,graduacao,solteiro,$120K +,silver,2,2,3,34516.86,1268.11,42
47,M,3,mestrado,solteiro,$60K - $80K,blue,4,2,2,2926.27,1304.88,24
58,M,4,mestrado,solteiro,$120K +,blue,6,0,1,32090.20,1368.90,30
53,M,2,mestrado,casado,$80K - $120K,blue,3,2,3,11669.07,720.82,23
52,M,2,ensino medio,solteiro,$40K - $60K,blue,3,2,1,13532.53,1521.78,29
50,F,1,sem educacao formal,na,menos que $40K,silver,4,2,2,11888.15,1137.25,30
42,F,1,mestrado,casado,menos que $40K,blue,5,2,1,2393.25,978.80,16
43,M,4,na,casado,$40K - $60K,blue,5,2,1,6111.13,1221.48,16
57,M,4,mestrado,casado,$80K - $120K,blue,3,3,2,19270.57,1566.00,28
52,M,1,mestrado,casado,$80K - $120K,blue,3,4,1,3710.96,1578.98,34
47,M,2,doutorado,solteiro,menos que $40K,blue,2,3,1,3235.89,1493.12,32
44,F,3,mestrado,solteiro,$40K - $60K,blue,3,0,1,11749.97,1178.37,27
53,M,2,ensino medio,divorciado,$60K - $80K,blue,5,2,3,7753.70,991.23,26
45,M,4,graduacao,divorciado,$60K - $80K,blue,5,0,1,10408.70,2560.79,42
63,F,1,graduacao,casado,na,blue,6,3,2,3967.48,1657.84,29
39,F,2,doutorado,solteiro,menos que $40K,blue,4,2,2,6205.29,1204.63,19
48,F,5,ensino medio,casado,menos que $40K,blue,1,3,3,8025.36,673.64,18
51,M,1,na,solteiro,$120K +,blue,6,3,2,9036.63,1131.83,18
54,M,4,mestrado,casado,$80K - $120K,blue,2,2,3,14926.65,1576.74,25
59,F,1,mestrado,solteiro,menos que $40K,blue,3,3,2,6335.10,1217.14,20
59,M,1,graduacao,solteiro,$60K - $80K,blue,2,3,3,14979.44,530.36,10
48,F,4,sem educacao formal,casado,menos que $40K,blue,3,3,2,2732.31,739.82,16
41,F,2,mestrado,solteiro,menos que $40K,blue,6,2,3,2250.44,1617.31,31
55,M,2,mestrado,casado,$120K +,blue,3,0,2,10916.64,1592.13,34
47,F,4,mestrado,casado,na,blue,4,3,1,5349.05,1343.87,30
41,M,2,ensino medio,casado,$80K - $120K,blue,4,3,1,9366.58,1303.63,39
40,M,3,ensino medio,solteiro,$80K - $120K,blue,5,0,1,21617.54,1351.89,22
68,M,1,mestrado,casado,na,blue,5,3,2,13860.22,1910.36,32
50,F,1,mestrado,solteiro,$40K - $60K,silver,2,3,2,18386.59,1298.55,22
47,M,4,sem educacao formal,solteiro,$60K - $80K,blue,6,2,2,2405.01,1087.22,29
53,F,1,graduacao,casado,menos que $40K,blue,4,3,2,2154.12,1439.28,26
42,F,5,na,casado,$40K - $60K,blue,3,3,3,2038.40,1238.68,28
48,F,4,ensino medio,solteiro,$40K - $60K,blue,6,3,1,8135.26,1716.18,29
49,M,1,doutorado,casado,$120K +,blue,6,3,1,9364.93,1099.88,27
44,F,2,sem educacao formal,casado,na,silver,4,2,3,32643.83,1058.80,24
43,F,4,mestrado,divorciado,menos que $40K,blue,2,1,3,3195.43,1285.54,29
56,M,0,ensino medio,casado,$80K - $120K,blue,5,1,2,2852.61,1651.52,28
59,F,1,graduacao,solteiro,na,blue,2,3,3,4224.05,1152.50,31
46,M,1,sem educacao formal,casado,$60K - $80K,blue,3,2,2,20459.84,1767.95,38
47,F,4,na,divorciado,menos que $40K,blue,6,3,5,3482.22,1039.44,24
50,F,4,sem educacao formal,casado,$40K - $60K,blue,5,3,2,3065.19,1130.34,28
51,F,3,sem educacao formal,casado,menos que $40K,blue,3,2,1,2185.80,1645.23,30
47,F,3,sem educacao formal,casado,menos que $40K,blue,4,0,1,1611.04,1413.06,29
58,F,4,sem educacao formal,casado,menos que $40K,blue,3,3,3,2822.92,1218.42,23
46,M,5,mestrado,solteiro,$80K - $120K,blue,6,3,3,32975.61,597.86,17
53,M,3,ensino medio,casado,$60K - $80K,blue,5,2,2,1438.57,2184.83,53
45,F,4,sem educacao formal,divorciado,na,blue,4,3,3,15875.61,1592.55,37
52,F,1,ensino medio,casado,menos que $40K,blue,6,3,3,6703.28,1388.72,28
53,M,2,na,casado,$80K - $120K,blue,2,1,2,3212.38,757.70,20
50,M,2,ensino medio,casado,$80K - $120K,silver,3,3,1,34516.22,1504.44,34
41,F,3,ensino medio,casado,$40K - $60K,blue,4,2,1,9797.65,1503.16,34
45,F,5,mestrado,divorciado,$40K - $60K,blue,5,2,2,10400.82,1105.44,28
53,M,3,sem educacao formal,casado,$80K - $120K,blue,2,2,1,26792.84,2398.41,47
67,F,1,mestrado,casado,menos que $40K,blue,4,2,3,3006.00,1661.15,32
57,F,2,sem educacao formal,solteiro,$40K - $60K,silver,6,0,3,19482.96,1421.19,22
59,F,1,sem educacao formal,casado,$40K - $60K,blue,4,3,2,3356.53,999.47,28
45,M,2,sem educacao formal,casado,$40K - $60K,blue,3,1,2,5771.60,1387.68,18
51,M,3,mestrado,casado,$80K - $120K,blue,6,3,2,11106.73,1243.58,24
59,F,1,sem educacao formal,casado,menos que $40K,blue,5,0,3,2890.26,1860.16,36
53,M,1,mestrado,casado,$60K - $80K,blue,6,2,2,3380.75,1502.84,25
47,M,3,mestrado,casado,$60K - $80K,blue,2,2,1,21331.23,1460.60,50
49,F,3,sem educacao formal,solteiro,na,blue,6,1,2,12860.34,1348.22,27
49,M,3,doutorado,solteiro,$80K - $120K,blue,3,0,1,6278.72,1087.07,33
60,F,0,graduacao,solteiro,menos que $40K,blue,5,3,1,1439.00,1226.43,33
50,F,2,ensino medio,casado,menos que $40K,blue,5,2,1,9355.72,1230.97,28
41,F,2,doutorado,casado,na,blue,6,3,1,20758.33,1555.04,32
57,M,1,mestrado,casado,$80K - $120K,blue,5,1,3,14612.54,1827.87,24
43,M,4,mestrado,na,$80K - $120K,blue,5,0,2,27259.32,1376.59,35
57,F,3,mestrado,casado,menos que $40K,blue,4,3,2,6347.04,1771.54,37
54,M,3,doutorado,casado,$120K +,blue,3,0,3,21592.49,1873.76,52
51,F,5,doutorado,casado,menos que $40K,blue,5,1,1,3449.71,1679.81,42
47,F,3,ensino medio,casado,menos que $40K,blue,2,2,1,6028.25,1002.70,22
41,M,0,ensino medio,na,$120K +,blue,3,3,2,18214.37,1344.32,21
53,M,3,sem educacao formal,casado,$80K - $120K,blue,3,1,3,16393.47,1461.96,42
68,M,0,ensino medio,casado,menos que $40K,blue,1,2,3,1438.72,760.47,21
59,M,1,graduacao,casado,$60K - $80K,blue,4,2,1,7871.30,1428.62,22
48,M,4,na,casado,$80K - $120K,blue,5,0,3,5288.56,1777.39,42
44,M,5,mestrado,casado,$60K - $80K,blue,4,3,5,11376.03,1302.61,27
48,M,3,graduacao,casado,$80K - $120K,blue,4,3,5,12302.46,1483.60,41
47,M,4,mestrado,casado,$60K - $80K,silver,3,1,2,34516.23,1060.78,27
47,M,2,mestrado,casado,$60K - $80K,silver,4,2,2,34516.11,1330.44,32
43,F,1,ensino medio,divorciado,menos que $40K,silver,3,2,2,10514.17,1229.20,27
55,F,2,mestrado,casado,menos que $40K,blue,2,3,4,1438.49,886.93,27
59,M,2,doutorado,casado,$60K - $80K,blue,3,3,3,1438.61,844.25,24
63,M,1,mestrado,casado,$40K - $60K,blue,2,2,1,2619.50,1450.42,37
58,M,2,graduacao,casado,$120K +,blue,2,0,3,24407.22,2311.68,48
53,F,2,ensino medio,casado,menos que $40K,blue,4,2,1,2377.87,1378.54,26
59,M,0,na,na,$80K - $120K,silver,3,3,2,34516.32,1033.29,26
52,M,3,mestrado,casado,$120K +,blue,5,3,3,11086.88,1523.79,40
48,M,3,ensino medio,solteiro,$60K - $80K,blue,4,2,2,11432.33,1374.92,37
43,M,4,ensino medio,casado,$40K - $60K,blue,5,2,3,13258.87,1080.19,21
48,M,2,graduacao,solteiro,menos que $40K,blue,3,3,2,2571.08,1234.81,24
43,F,4,mestrado,solteiro,menos que $40K,blue,5,0,2,5781.12,1600.60,32
44,M,4,na,casado,$60K - $80K,blue,5,2,1,7872.62,1155.16,32
41,M,3,ensino medio,casado,$80K - $120K,blue,6,2,1,34516.35,1353.80,33
44,F,3,sem educacao formal,divorciado,menos que $40K,silver,4,3,1,11127.32,1546.08,25
50,M,2,na,solteiro,$40K - $60K,blue,2,3,1,1857.99,1590.24,43
60,F,1,sem educacao formal,casado,menos que $40K,blue,5,0,1,1913.52,1448.98,22
44,M,4,mestrado,solteiro,$80K - $120K,blue,5,0,3,3839.33,1271.61,24
48,F,3,mestrado,divorciado,$40K - $60K,blue,6,3,2,2115.68,1223.72,20
44,F,2,mestrado,divorciado,menos que $40K,blue,5,2,2,1438.34,1117.13,29
41,M,2,ensino medio,solteiro,$80K - $120K,blue,4,0,3,27756.93,994.10,24
45,M,3,graduacao,solteiro,$60K - $80K,blue,4,2,1,1438.92,1468.30,26
47,F,2,sem educacao formal,divorciado,menos que $40K,silver,6,2,4,13878.33,1658.13,38
51,F,2,mestrado,casado,menos que $40K,blue,3,3,1,3106.63,1368.17,38
51,M,2,mestrado,casado,$120K +,blue,4,3,3,34516.68,1218.41,18
60,F,1,sem educacao formal,casado,$40K - $60K,blue,4,3,4,1438.57,702.15,12
57,M,2,na,casado,$80K - $120K,blue,2,0,3,18871.23,1516.99,21
41,M,5,mestrado,solteiro,$120K +,blue,5,2,2,5207.73,1310.79,26
44,M,3,doutorado,divorciado,$80K - $120K,blue,6,2,2,17965.69,1767.49,50
43,M,1,graduacao,solteiro,$60K - $80K,blue,6,3,3,2733.26,933.05,25
55,M,2,graduacao,casado,$60K - $80K,blue,4,2,3,8863.91,1512.98,27
52,M,1,sem educacao formal,casado,$80K - $120K,blue,2,3,3,1857.31,829.90,17
44,M,3,mestrado,na,$80K - $120K,blue,3,3,3,34516.40,1120.71,27
41,M,2,sem educacao formal,casado,$40K - $60K,blue,5,3,3,11107.94,1506.36,33
44,M,4,na,solteiro,$80K - $120K,blue,4,2,1,21573.76,1384.44,36
53,F,2,na,casado,menos que $40K,blue,2,3,3,2859.73,817.64,30
39,M,2,ensino medio,solteiro,$80K - $120K,blue,4,2,2,5269.71,2094.18,25
49,M,5,graduacao,casado,$40K - $60K,blue,2,3,2,1438.71,815.11,21
45,F,2,graduacao,casado,menos que $40K,blue,1,2,3,3387.36,510.16,24
54,M,2,mestrado,casado,$80K - $120K,blue,6,3,2,1982.76,1377.75,49
49,M,3,sem educacao formal,solteiro,$80K - $120K,blue,2,2,2,4645.64,1193.50,33
46,F,3,doutorado,solteiro,na,blue,6,2,3,2189.18,1287.55,36
46,M,4,ensino medio,casado,$120K +,blue,3,3,3,2442.35,701.37,19
47,M,3,mestrado,casado,$60K - $80K,blue,4,2,1,21304.91,1770.89,25
44,M,2,doutorado,solteiro,$60K - $80K,blue,5,2,1,7577.25,1409.86,35
50,M,3,doutorado,solteiro,$120K +,blue,4,2,1,3234.67,1354.89,28
73,M,0,ensino medio,casado,$40K - $60K,blue,5,2,3,4469.13,1765.87,34
56,M,3,na,na,$40K - $60K,blue,6,4,3,2910.90,1192.62,27
59,M,0,ensino medio,solteiro,$40K - $60K,blue,2,3,4,3616.78,687.81,17
70,M,0,ensino medio,casado,menos que $40K,blue,3,3,2,3252.00,1227.27,15
55,F,2,ensino medio,casado,menos que $40K,blue,4,3,3,2358.65,1737.67,26
43,M,4,na,solteiro,$60K - $80K,blue,4,0,1,22322.23,1348.37,34
45,M,1,sem educacao formal,solteiro,$120K +,blue,4,2,2,3133.64,1435.15,38
45,F,2,sem educacao formal,solteiro,$40K - $60K,blue,2,0,3,3540.83,1321.66,28
40,M,1,mestrado,casado,$40K - $60K,blue,6,2,3,6990.30,1479.15,29
36,M,2,graduacao,na,$80K - $120K,blue,2,3,2,34516.27,1283.15,39
59,F,0,doutorado,casado,$40K - $60K,blue,1,1,4,1438.04,689.19,23
43,M,4,na,casado,$60K - $80K,blue,6,2,3,24396.59,965.54,17
46,F,1,na,casado,menos que $40K,blue,2,2,3,2474.33,1541.84,40
41,M,2,sem educacao formal,casado,$40K - $60K,blue,5,3,1,5214.54,1258.13,23
51,F,2,mestrado,casado,menos que $40K,blue,5,2,2,5207.14,1339.25,20
51,F,3,na,na,menos que $40K,blue,2,2,2,9512.92,1007.35,22
43,F,4,mestrado,divorciado,na,blue,6,2,3,3187.02,1387.10,33
64,F,0,ensino medio,casado,$40K - $60K,blue,1,3,3,3353.71,960.89,18
54,M,5,mestrado,casado,$60K - $80K,blue,3,3,3,2290.00,1119.88,18
48,M,3,na,solteiro,$40K - $60K,blue,6,3,1,5279.39,1642.10,41
40,M,2,sem educacao formal,divorciado,$60K - $80K,blue,5,0,3,23603.57,1382.43,31
57,M,0,sem educacao formal,casado,$40K - $60K,blue,6,2,2,2601.63,1232.15,32
45,M,4,mestrado,solteiro,$80K - $120K,blue,4,0,3,6363.60,1542.87,16
41,M,3,ensino medio,solteiro,$80K - $120K,blue,4,3,3,8029.36,1094.01,32
42,F,4,sem educacao formal,casado,menos que $40K,blue,2,2,2,2410.63,1217.56,30
45,M,2,mestrado,solteiro,$60K - $80K,blue,1,2,1,3401.34,744.28,18
42,F,4,sem educacao formal,casado,menos que $40K,blue,4,0,2,2260.02,1614.08,33
47,M,4,sem educacao formal,divorciado,$80K - $120K,blue,5,2,2,17682.03,1747.49,31
48,F,4,ensino medio,casado,$40K - $60K,blue,3,3,1,4206.65,1144.35,22
43,M,1,mestrado,solteiro,$80K - $120K,silver,4,2,3,34516.15,1575.13,34
41,M,4,ensino medio,na,$80K - $120K,blue,4,0,3,23018.42,1463.12,24
54,F,1,sem educacao formal,casado,$40K - $60K,blue,5,3,2,5556.64,1706.57,21
54,F,2,ensino medio,casado,na,blue,3,1,3,6094.27,909.43,14
61,M,0,mestrado,casado,$40K - $60K,blue,3,2,1,2939.87,2434.79,33
61,M,0,sem educacao formal,casado,$80K - $120K,blue,2,0,1,5362.12,1876.13,41
48,M,2,ensino medio,casado,$120K +,blue,3,3,3,27126.02,1000.75,25
45,F,4,mestrado,solteiro,menos que $40K,blue,6,2,3,3342.44,1139.19,30
54,F,4,mestrado,casado,na,blue,6,2,2,2532.68,799.60,21
54,F,3,doutorado,casado,na,blue,2,3,2,1900.47,1881.80,45
44,M,3,mestrado,solteiro,$60K - $80K,blue,2,2,3,14546.36,1273.10,27
50,F,4,doutorado,solteiro,na,blue,2,2,3,2521.96,1328.55,33
55,M,2,doutorado,casado,$60K - $80K,blue,3,3,4,16427.37,1579.45,36
48,M,2,mestrado,na,$40K - $60K,blue,5,2,1,13068.70,937.65,28
45,M,2,graduacao,solteiro,$60K - $80K,blue,6,0,3,23218.54,1749.28,37
60,M,0,ensino medio,casado,$40K - $60K,blue,5,3,1,3281.26,1424.52,29
55,M,2,ensino medio,casado,$40K - $60K,blue,5,2,3,3096.03,2011.99,41
62,F,0,ensino medio,casado,$40K - $60K,blue,5,3,2,2052.34,1208.58,31
38,F,1,ensino medio,na,menos que $40K,blue,2,0,3,1438.91,1259.96,24
46,M,3,ensino medio,solteiro,$40K - $60K,blue,2,2,3,9432.64,1319.74,26
50,M,0,ensino medio,solteiro,$120K +,silver,5,3,2,14938.19,949.70,27
45,M,2,sem educacao formal,casado,$60K - $80K,blue,5,2,3,2221.64,1338.09,30
47,M,3,doutorado,divorciado,$60K - $80K,blue,6,0,3,5731.58,1554.39,26
48,M,4,graduacao,casado,$60K - $80K,gold,2,3,2,34516.94,1350.53,32
35,M,3,sem educacao formal,casado,$60K - $80K,blue,5,2,2,6985.17,1694.63,44
51,M,2,mestrado,casado,$120K +,blue,3,0,3,24221.87,1678.66,40
36,F,3,ensino medio,casado,na,blue,4,1,1,15439.14,2069.58,43
47,M,4,mestrado,solteiro,$80K - $120K,blue,6,2,3,21637.35,1222.79,23
52,M,2,mestrado,solteiro,$120K +,blue,2,2,3,14543.72,1536.56,37
43,F,4,sem educacao formal,casado,menos que $40K,blue,2,1,1,9684.93,1400.29,31
63,M,2,ensino medio,casado,$40K - $60K,blue,2,2,2,5007.61,1050.52,28
61,M,0,mestrado,casado,$60K - $80K,blue,3,0,2,1616.44,1389.60,33
53,M,2,sem educacao formal,solteiro,$60K - $80K,blue,5,2,2,19116.74,1184.30,29
53,F,3,mestrado,casado,menos que $40K,blue,5,2,6,2759.61,2093.03,42
57,M,3,mestrado,casado,$120K +,blue,2,3,3,8249.68,678.76,11
38,F,2,mestrado,solteiro,na,blue,2,2,3,14041.09,1467.33,29
53,M,3,ensino medio,casado,$60K - $80K,blue,5,2,3,5264.55,1219.05,27
63,F,0,na,casado,menos que $40K,blue,4,1,2,2420.01,1730.40,36
49,F,4,ensino medio,casado,menos que $40K,blue,4,0,2,2826.24,1025.22,28
45,M,2,ensino medio,casado,$80K - $120K,blue,5,2,5,12518.07,1165.97,33
67,M,0,mestrado,casado,$40K - $60K,blue,4,1,2,5876.90,2133.40,55
48,M,3,mestrado,solteiro,$80K - $120K,silver,3,3,2,34516.45,1122.25,13
51,F,2,sem educacao formal,divorciado,menos que $40K,blue,4,2,1,9648.60,1083.67,22
52,M,2,ensino medio,solteiro,$80K - $120K,silver,3,3,3,34516.34,1234.15,23
55,F,2,sem educacao formal,casado,na,blue,3,0,3,3025.33,1277.33,23
34,M,3,ensino medio,casado,$60K - $80K,blue,4,3,3,3265.81,1843.56,35
